key_id,year,funded,amount,lead_unit_code,project_title,originating_sponsor,originating_sponsor_type,direct_sponsor,direct_sponsor_type,sponsor_selection_rule
K000164556,2025,TRUE,99964.49,1170,"Water Wise, Soil Smart: Co-development of an online training for soil health professionals",USDA-NIFA-National Institute of Food and Agriculture,Federal,Montana State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000164572,2025,FALSE,99371.53,1171,Advancing sustainable equine management through statewide Extension education in Colorado,USDA-NIFA-National Institute of Food and Agriculture,Federal,Montana State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000164487,2025,FALSE,298880.02,1177,Advancing UAV Hyperspectral Imaging for Early Detection of Potato Virus Y in Seed Potato Systems,USDA-NIFA-National Institute of Food and Agriculture,Federal,Montana State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000163784,2025,FALSE,74999.01,1172,"PARTNERSHIP: Economic Modeling of Trade Policy in Complex Agricultural Supply Chains: Tools for Market Access, Export Competitiveness, and Policy Sequencing",USDA-NIFA-National Institute of Food and Agriculture,Federal,North Dakota State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000164543,2025,TRUE,40500,1173,Western Regional Center to Enhance Food Safety: Sustaining a collaborative network to support the safety of our food supply,USDA-NIFA-National Institute of Food and Agriculture,Federal,Oregon State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000164311,2025,FALSE,122627.83,1170,DNRA as a novel rhizosphere process mediating plant nitrogen use efficiency,USDA-NIFA-National Institute of Food and Agriculture,Federal,Oregon State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000163860,2025,FALSE,243518.14,1172,A Data Driven Measure of Food Insecurity and It's Implications for Research and Policy,USDA-NIFA-National Institute of Food and Agriculture,Federal,Pennsylvania State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000164220,2025,FALSE,105358.69,1170,PARTNERSHIP: Enhancing Wheat Selection Through AI-Powered Phenotyping Using Multiscale Imaging,USDA-NIFA-National Institute of Food and Agriculture,Federal,South Dakota State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000163619,2025,TRUE,771907.91,1177,Potato Breeding and Cultivar Development in the Southwest,USDA-NIFA-National Institute of Food and Agriculture,Federal,Texas A and M University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000161978,2025,FALSE,530348.42,1171,Improved Management of Transition Cows in Organic Dairy Farms,USDA-NIFA-National Institute of Food and Agriculture,Federal,Texas A and M University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000164197,2025,FALSE,250520.55,1171,Effect Of Lubabegron Supplementation On Production Efficiency And Product Quality Of Feedlot Steers With Different Pulmonary Arterial Pressures,USDA-NIFA-National Institute of Food and Agriculture,Federal,University of Connecticut,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000164230,2025,FALSE,122612.51,1170,Leveraging grazing frequency to enhance production and ecosystem services in subtropical pasture,USDA-NIFA-National Institute of Food and Agriculture,Federal,University of Florida,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000163886,2025,FALSE,29998.09,1172,Assessing Evaluating Health Claims and Synthetic Dye Policies to Advance a Healthier Food System,USDA-NIFA-National Institute of Food and Agriculture,Federal,University of Kentucky,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000162798,2025,TRUE,245367.26,1170,Developing and deploying a perennial grain crop enterprise to improve environmental quality and rural prosperity,USDA-NIFA-National Institute of Food and Agriculture,Federal,University of Minnesota,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000164464,2025,FALSE,37260.56,1171,"Beyond the Wire: Exploring the Social, Economic, and Legal Landscape of Virtual Fencing Technology for Livestock",USDA-NIFA-National Institute of Food and Agriculture,Federal,University of Missouri,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000164375,2025,FALSE,149994.15,1170,"Development and deployment of genetic, genomic, and phenomics resources for proso millet breeding",USDA-NIFA-National Institute of Food and Agriculture,Federal,University of Nebraska,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000164361,2025,FALSE,55000.01,1172,Economic Analysis of Drought-Resistant Forages in Colorado and Wyoming under Future Water Limitations,USDA-NIFA-National Institute of Food and Agriculture,Federal,University of Wyoming,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000163347,2025,TRUE,37013.53,1172,Responding to America's Rural Health Challenge: Data-Driven Support for a Critical Era,USDA-NIFA-National Institute of Food and Agriculture,Federal,University of Wyoming,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000164423,2025,FALSE,99271.7,1177,Integrating pest insect egg-killing traits of plants into sustainable resistance strategies,USDA-NIFA-National Institute of Food and Agriculture,Federal,Virginia Polytechnic Institute,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000164172,2025,FALSE,97265.63,1173,Quantum Dot-Infused Woven Fabrics for Adaptive Greenhouse Light Management,USDA-NIFA-National Institute of Food and Agriculture,Federal,Virginia Polytechnic Institute,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000163994,2025,FALSE,1000000.01,1177,Flawless Spuds: Integrated Approaches to Manage Potato Powdery Scab,USDA-NIFA-National Institute of Food and Agriculture,Federal,Washington State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000164734,2025,FALSE,75000,1170,Trait technology package for iron deficiency chlorosis tolerance in sorghum,United Sorghum Checkoff Program,Domestic Non-Profit (other than Domestic Foundations),Kansas State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000161646,2025,TRUE,75000,1170,Trait technology package for iron deficiency chlorosis tolerance in sorghum,United Sorghum Checkoff Program,Domestic Non-Profit (other than Domestic Foundations),Kansas State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000161388,2025,FALSE,19998.76,1170,High Yield Asexual Seed Production to Empower LMIC Farmers and Provide Global Food Security in the Face of Climate Change,Waverly Street Foundation,Domestic Foundations,"University of California, Berkeley",Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000162146,2025,TRUE,5799.99,1177,"Optimizing sugarbeet weed control in sugarbeet through cover crops, planting schedules, and herbicide strategies",Western Sugar Cooperative,Domestic Commercial,University of Wyoming,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000164957,2026,FALSE,87335.48,1173,Building Capacity in California Leafy Greens Safety: Root Cause Analysis Training for Growers and Professionals,California Department of Food and Agriculture,Other Domestic State Government,"University of California, Riverside",Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000165945,2026,FALSE,249919,1170,Benchmarking AI-driven interaction inference for programmable microbiome engineering,DOE-US Department of Energy,Federal,Case Western Reserve University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000165342,2026,FALSE,319110.17,1173,A Systems Approach to Understand Microbial Lignin Degradation in the Rhizosphere and Inform Predictive Terrestrial Biogeochemistry Models,DOE-US Department of Energy,Federal,University of Missouri,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000166471,2026,FALSE,151461.64,1171,Testing microbial signatures on burials for PMI estimates,DOJ-OJP-NIJ-National Inst. of Justice,Federal,Sam Houston State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000165244,2026,FALSE,164998.35,1170,Nelson Heider-Kuhn: Contour agriforestry systems for climate adaptation in dryland ecosystems,Foundation for Food & Agriculture Research,Domestic Non-Profit (other than Domestic Foundations),North Carolina State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000165245,2026,FALSE,63800.43,1170,Hydrology-EW-SOM coupling: the role of hydrology insteering enhanced weathering and its interaction with organic matter dynamics,The FWO,Foreign Government,University of Antwerp,Foreign Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000166571,2026,FALSE,160470.35,1173,Maple SAP: Maple Sugaring Activities Program,USDA-AMS-Agricultural Marketing Service,Federal,Utah State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000165351,2026,FALSE,867609.31,1177,From Detection to Adoption: A Nationally Coordinated Systems Approach to Protect U.S. Agriculture from the Threat of Herbicide-Resistant Weeds,USDA-NIFA-National Institute of Food and Agriculture,Federal,Michigan State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000166200,2026,FALSE,868762.95,1177,Enhancing soil health and agricultural sustainability through novel control strategies for managing perennial invasive weeds,USDA-NIFA-National Institute of Food and Agriculture,Federal,Montana State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000165361,2026,FALSE,349929.67,1173,"Boosting Orchard Nutrition, Health and Productivity with Legume Residue Integration into the Soil",USDA-NIFA-National Institute of Food and Agriculture,Federal,Montana State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000165299,2026,FALSE,349998.11,1177,Novel Solutions to a 100 Year Problem: Larkspur Mitigation in Western Rangelands,USDA-NIFA-National Institute of Food and Agriculture,Federal,Montana State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000165261,2026,FALSE,349999.76,1177,Annual Living Mulches for Sustainable Weed Suppression and Soil Conservation in Western Colorado Vegetable Systems,USDA-NIFA-National Institute of Food and Agriculture,Federal,Montana State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000165383,2026,FALSE,29961.19,1171,Lily Thomas: Developing genetic predictions for grazing systems using precision agriculture phenotyping outcomes,USDA-NIFA-National Institute of Food and Agriculture,Federal,Montana State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000165334,2026,FALSE,29116.71,1170,"Andrea Loudenback - Tiny Tractors, Timely Nutrients: Evaluating the Autonomous Nano Tractor (ANT) for Precision Sidedressing in Northern Colorado Vegetable Systems",USDA-NIFA-National Institute of Food and Agriculture,Federal,Montana State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000165815,2026,FALSE,530318.56,1171,IMPROVED MANAGEMENT OF TRANSITION COWS IN ORGANIC DAIRY FARMS,USDA-NIFA-National Institute of Food and Agriculture,Federal,Texas A and M University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000165521,2026,FALSE,825733.96,1177,Systemic investigation of a novel class of plant small antimicrobial proteins in controlling bacterial and fungal diseases in crops,USDA-NIFA-National Institute of Food and Agriculture,Federal,"University of California, Riverside",Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000166784,2026,FALSE,15250.1,1172,Sustaining Western Food System Collaborations,USDA-NIFA-National Institute of Food and Agriculture,Federal,University of Idaho,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000165490,2026,FALSE,778272.59,1177,"Project PRIME: Precision, Resilient, Integrated Molecular Engineering for U.S. Rice",USDA-NIFA-National Institute of Food and Agriculture,Federal,University of Missouri,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000165481,2026,FALSE,999924.32,1177,"Weeds, Water, and Yield - A Systems Approach to Strengthening Western Irrigated Agriculture",USDA-NIFA-National Institute of Food and Agriculture,Federal,University of Nebraska,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000164969,2026,FALSE,83003.09,1177,Developing Trans-Generational Immune Priming For Wild Bumble Bee Health: A Path Towards Disease-Smart Genetic Rescue,USDA-NIFA-National Institute of Food and Agriculture,Federal,Virginia Tech University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000164929,2026,TRUE,4002.9,1170,A reappraisal of sorghum growing degree days: a regional approach,United Sorghum Checkoff Program,Domestic Non-Profit (other than Domestic Foundations),Kansas State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
